len_in_sec,sr,num_hops,SIG_RAW,BAK_RAW,OVR_RAW,SIG,BAK,OVR,file_path
1.44925,16000,2,3.9392781,3.2678647,3.2294817,3.5113867697299677,3.456295077132718,2.942679944346046,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_361.wav
3.5884375,16000,5,4.3131905,3.0047884,3.2773945,3.7086847439290467,3.249103733490717,2.9745549422310242,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_282.wav
2.0916875,16000,7,4.122179,2.5034318,2.8015494,3.610714479855599,2.806816167332104,2.6398525983789485,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_335.wav
2.8949375,16000,2,1.9123111,1.3116515,1.3616633,2.0196320796795395,1.4856851600077,1.4374375767791032,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_375.wav
2.8001875,16000,2,4.018766,3.9946337,3.6067502,3.5551804059812655,3.930775026249437,3.188973677959273,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_406.wav
2.5135625,16000,1,4.2471113,3.9099631,3.7342744,3.675588097725612,3.8827627671132303,3.2679315508914843,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_042.wav
2.8206875,16000,2,4.171194,3.3271914,3.4162421,3.6365162322219837,3.4994434633036446,3.0668939917727727,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_360.wav
2.172,16000,8,4.19732,3.194566,3.287598,3.650036447621409,3.400334095306164,2.9818051390514673,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_296.wav
2.2461875,16000,8,3.3922946,2.0509648,2.31582,3.1518964833564724,2.337094295210218,2.2577955527661957,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_163.wav
1.9603125,16000,6,4.2969427,2.508963,2.892516,3.700594775904809,2.8120531906081383,2.70639123392499,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_043.wav
3.0155,16000,3,3.9629567,2.6964893,2.9113667,3.523535561498179,2.9849184832965814,2.719161114430546,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_162.wav
2.23575,16000,8,3.6596444,4.20651,3.4144018,3.348362753079447,4.042993608012266,3.065821392226127,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_057.wav
2.08,16000,7,3.3132408,2.6806827,2.479912,3.1281854840268415,2.9700537634981368,2.3958854136428207,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_080.wav
1.9065625,16000,6,4.1235223,4.0719924,3.7052686,3.6113867294241917,3.972133750252945,3.249858663997188,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_412.wav
2.035875,16000,7,4.036349,3.4842238,3.4032233,3.564725075365555,3.609523583300765,3.058227490204552,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_413.wav
1.802625,16000,5,1.0994095,1.0731775,1.0137335,1.24556834405325,1.1790979418373948,1.107249533167251,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_056.wav
2.84,16000,2,3.9091144,2.7296085,2.84104,3.4944416729189776,3.0152786173926143,2.6689610538368456,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_254.wav
3.5736875,16000,5,4.0217686,2.132505,2.4689503,3.556742213265186,2.436273139083437,2.3874099131134168,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_095.wav
3.3024375,16000,4,4.2429132,2.9395344,3.1915221,3.673340926956429,3.195941782835688,2.9166608601748716,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_240.wav
5.34825,16000,1,3.8672986,4.161398,3.525413,3.4706981384476667,4.0201487721809785,3.137549083076989,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_016.wav
2.776125,16000,2,3.790052,3.4422007,3.2224276,3.425640429218932,3.582878281005076,2.9376758960933227,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_002.wav
1.963,16000,6,3.7226398,3.8923979,3.3365984,3.385994304099999,3.872135149744738,3.0143690628162148,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_176.wav
1.8851875,16000,6,4.0620155,3.1553545,3.215908,3.5787033781588313,3.369905315557359,2.9333255349718663,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_081.wav
2.3065,16000,1,3.9982433,3.8393705,3.4668207,3.5440727694484684,3.8411971799283213,3.099912285780802,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_200.wav
2.60625,16000,1,3.8441994,2.2552981,2.488811,3.457455754994197,2.5633625301398375,2.4030903667814494,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_214.wav
2.0423125,16000,7,4.0823035,3.1123843,3.2240198,3.5894724566937826,3.3362136216834495,2.9389105397827704,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_348.wav
2.1374375,16000,8,4.034028,4.1581464,3.7102044,3.563587064232817,4.018283547233506,3.2531338292252436,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_268.wav
3.0804375,16000,3,4.083431,2.885987,3.068495,3.5902430728838794,3.1507000204147873,2.8316860105237964,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_334.wav
1.463125,16000,2,3.712726,3.4417577,3.140379,3.3802680296406176,3.582533792814177,2.881620513406647,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_120.wav
1.80125,16000,5,1.6109177,1.1448749,1.1995479,1.7483724084250873,1.2731239165182633,1.2862568555216787,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_283.wav
1.62275,16000,3,4.202896,3.8308241,3.7290688,3.652605207376301,3.8350304026084245,3.2642728867672557,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_228.wav
3.0,16000,3,3.6057796,3.03969,2.8735635,3.315537549308456,3.2787033550579525,2.6926667581989014,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_202.wav
2.6695,16000,1,3.7751553,2.4827137,2.6834195,3.4173396662122872,2.7874365448852565,2.552062537403073,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_322.wav
2.9143125,16000,2,3.7716398,2.6534114,2.7275245,3.4151542118285336,2.9465865790481587,2.5850678364676627,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_336.wav
3.13825,16000,3,4.0460906,3.979969,3.642618,3.570137834389534,3.9221987484282734,3.211357737143595,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_216.wav
2.234625,16000,8,3.9589553,2.8101437,2.9644132,3.5223034006700438,3.085874523294929,2.758002818208577,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_189.wav
1.7381875,16000,4,2.797225,1.8737317,2.071667,2.715130432209064,2.13409501676984,2.0518549893282576,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_136.wav
1.6815625,16000,4,3.9764752,3.004205,3.0462496,3.5316954134223106,3.246841874514631,2.8158860828141643,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_108.wav
2.1638125,16000,8,4.048494,4.1499143,3.6983087,3.5711841871477015,4.013991503573463,3.2457861812674813,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_297.wav
2.361125,16000,1,3.8738928,2.9820333,3.0336998,3.4744620321678386,3.2316402219694993,2.8072866358934108,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_174.wav
1.8035625,16000,5,2.0970762,1.360676,1.4022279,2.1851021434789746,1.5475126939568105,1.4756089218653459,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_134.wav
2.51975,16000,1,4.150278,3.6548622,3.5656369,3.6256524219501123,3.7263595830698053,3.163117935192533,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_160.wav
1.9813125,16000,6,3.690871,3.2340925,3.0465863,3.3671827228720446,3.430120539849375,2.816185443915844,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_320.wav
2.0745625,16000,7,2.9137056,1.5041907,1.6300195,2.8281960430572846,1.723442075358845,1.6809707115947456,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_308.wav
2.704625,16000,1,4.2238135,3.789784,3.73888,3.6637175860180164,3.811215528828156,3.2707400497611627,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_097.wav
3.0771875,16000,3,3.5591247,2.018226,2.2527456,3.2863824961627675,2.3150409742169917,2.215395636032747,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_295.wav
2.27,16000,1,3.5315988,4.107911,3.2715256,3.269434849090737,3.9923171985510404,2.9711094877888913,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_376.wav
2.5223125,16000,1,4.0001383,2.9322808,3.0745065,3.5451134635604395,3.190324571874962,2.8359397690083883,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_068.wav
1.8368125,16000,5,3.7971911,2.428411,2.634419,3.4301199987225672,2.73489463653309,2.514931304122887,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_028.wav
2.41,16000,1,3.9667137,4.0981984,3.6021776,3.526668396004522,3.9871824274375003,3.186155782186548,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_404.wav
1.7231875,16000,4,2.5230045,1.2805408,1.4415033,2.5164347033008623,1.446881668978473,1.5108500955635928,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_242.wav
3.6925,16000,5,4.1764135,4.2387047,3.8595352,3.6392697895503376,4.058616661825778,3.343235620013826,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_014.wav
2.668875,16000,1,4.162033,3.081582,3.2719727,3.631798302601787,3.312350988187815,2.9714102139649894,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_069.wav
1.844375,16000,5,3.5187511,1.9220564,2.1697352,3.245511352414259,2.2068056719233953,2.14395556728806,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_281.wav
3.359875,16000,4,3.8208287,2.3740103,2.6095684,3.44386701928645,2.6819318838470627,2.4960465933886438,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_389.wav
1.661375,16000,4,4.182987,2.5673807,2.8981376,3.6425696274902886,2.8671859305586853,2.7104027500780914,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_083.wav
2.689125,16000,1,3.97857,4.3268056,3.7577524,3.533232669602821,4.101450421849176,3.282218706308804,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_377.wav
1.8509375,16000,5,4.097188,3.800694,3.6364913,3.5974382623076386,3.8174121205536435,3.2075339931807902,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_148.wav
3.70625,16000,5,4.172841,2.9010136,3.0378065,3.6369169174333296,3.163186346323159,2.809461262747513,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_054.wav
2.0246875,16000,7,4.26887,3.5415852,3.5647295,3.686458565836054,3.6497227711522764,3.162371853167012,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_256.wav
3.5811875,16000,5,3.8926208,2.8255217,2.9480186,3.4846724474431325,3.0977095188549173,2.745653487219813,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_410.wav
1.52575,16000,3,3.9156086,2.6985219,2.8820257,3.4977061144514177,2.987370109735513,2.698582160130727,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_055.wav
1.8975625,16000,6,3.97542,3.557207,3.380771,3.531037247617245,3.660782892077076,3.043282781199233,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_040.wav
3.1709375,16000,3,3.9293373,1.9005136,2.2852376,3.5051766051631703,2.186540334062136,2.241601664389665,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_411.wav
1.559375,16000,3,2.1821978,1.3933687,1.5335087,2.268487950580134,1.5903033978369254,1.5972481549226345,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_082.wav
2.47675,16000,1,3.7269943,2.58625,2.6761765,3.388883087290049,2.8849398852545907,2.546609929324288,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_149.wav
1.678,16000,4,3.6143053,2.105587,2.3510165,3.320597803617315,2.4083077092749328,2.2944448612479693,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_096.wav
1.6835625,16000,4,3.676341,3.6774445,3.2137728,3.358118930582834,3.7398566505647124,2.9314546826565935,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_388.wav
1.8845,16000,6,4.039494,2.4049199,2.7308419,3.5665258163907976,2.7116827904395113,2.587446039228035,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_362.wav
4.6928125,16000,1,4.2912703,4.4581637,4.0652146,3.697837484327881,4.160883161460101,3.462434790731781,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_015.wav
2.0526875,16000,7,4.243915,3.4930184,3.6010134,3.673869041619762,3.618063057885238,3.1853168474927154,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_405.wav
2.7355625,16000,1,3.9669495,4.189621,3.6598516,3.5267991750028522,4.03453083239076,3.222149807768879,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_217.wav
2.076875,16000,7,3.9285076,2.1470797,2.5185332,3.501912187403171,2.450078995118703,2.4248199602300793,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_363.wav
3.0670625,16000,3,4.1129475,2.3003194,2.6885378,3.6056431536002975,2.6083155798876536,2.5555992366182365,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_280.wav
3.3665625,16000,4,1.1836693,1.0987729,1.0515153,1.3311544290513773,1.212992255062137,1.143929215011017,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_175.wav
2.8546875,16000,2,4.1791143,3.5023313,3.4986463,3.640677649797479,3.624645434615676,3.1204097477327712,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_337.wav
1.7491875,16000,4,4.1600714,3.4795446,3.4521172,3.6304625878483083,3.608483512650186,3.0901593998422623,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_257.wav
3.4866875,16000,4,4.0557857,2.7670257,3.004881,3.57534106658387,3.0475006069191113,2.7864745065681085,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_294.wav
2.0074375,16000,7,4.2035623,2.6121502,2.9518433,3.6531990056950976,2.9084503934066457,2.7489542044862487,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_041.wav
2.551125,16000,1,1.0812325,1.1143714,1.018025,1.2270857962690862,1.23364150628926,1.111472261860289,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_270.wav
2.1730625,16000,8,3.7003002,3.3080122,3.0825334,3.3729143054492,3.483454151611806,2.841228264267991,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_161.wav
2.85575,16000,2,4.07488,3.0166614,3.1297674,3.5854907375229876,3.2600063200177747,2.874350375571957,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_185.wav
3.064875,16000,3,4.040894,2.931468,3.1259413,3.5673215916983483,3.189627130622293,2.8716511926578114,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_121.wav
1.4096875,16000,2,3.594983,3.3026624,3.0053868,3.3088829545268617,3.482258819734513,2.787273271658912,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_264.wav
1.9116875,16000,6,3.9785397,3.042404,2.9906433,3.53308659983017,3.280320698931773,2.776675141126104,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_243.wav
2.7181875,16000,1,4.186135,3.834391,3.7610543,3.6443268820533317,3.8382157334058897,3.284222013247969,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_099.wav
3.49175,16000,4,4.319705,3.51489,3.6535647,3.711959029198302,3.6325186699916685,3.2181368358953786,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_109.wav
2.71,16000,1,4.2012563,2.579073,2.9358177,3.65213752414842,2.878272038405567,2.7376386528108236,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_066.wav
2.2195625,16000,8,3.8452091,3.8389707,3.4347606,3.4578805493713856,3.8404825010675876,3.0789390523034283,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_001.wav
2.1250625,16000,8,4.3227205,2.3353326,2.7558594,3.713357903881639,2.6430635381532652,2.605770649118916,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_029.wav
2.1223125,16000,7,3.8176665,2.010712,2.3241231,3.4419310757972714,2.30682560035894,2.272821706811733,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_323.wav
3.003375,16000,3,4.3040175,3.2696133,3.4302204,3.7041962366742585,3.457201993413282,3.076120565518299,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_387.wav
2.77,16000,2,3.7770674,4.2226005,3.5256824,3.418460992639337,4.0510623053847405,3.1377204019766545,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_350.wav
1.9156875,16000,6,3.9174554,3.8862712,3.5115004,3.4983521677031075,3.868692201668827,3.128144442444622,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_191.wav
1.98375,16000,6,4.143301,3.3520155,3.3143015,3.62178968671309,3.5183241744327884,2.999658877790971,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_135.wav
2.039625,16000,7,3.4044557,1.9280245,2.1814704,3.182453745190498,2.2138837619072196,2.15533818812314,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_203.wav
3.2763125,16000,4,3.9323888,4.0829215,3.5914297,3.507189446365495,3.9789344162486793,3.179244524995559,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_393.wav
1.866,16000,5,3.9510238,2.7664328,2.8710268,3.5178068511503637,3.0478208271001446,2.690797467210248,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_152.wav
2.5695625,16000,1,4.1889434,3.3383458,3.4551656,3.6457804886025658,3.508480048868922,3.09237023485915,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_106.wav
1.5815625,16000,3,1.7290553,1.2333034,1.2399701,1.861714402245919,1.3877538922497619,1.3248211555860625,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_344.wav
3.9575625,16000,6,3.9353135,3.5017564,3.3364465,3.508757267093092,3.623584951963443,3.0143308895564496,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_258.wav
2.6495,16000,1,4.06995,3.6397357,3.4418628,3.5830332741641344,3.716547292023609,3.083739479786267,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_338.wav
1.4479375,16000,2,3.8463783,2.7902656,2.8610125,3.458669924583149,3.0681744835467635,2.6833781142001465,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_033.wav
1.8449375,16000,5,4.309186,3.113021,3.353373,3.706694735306816,3.337012057702485,3.025610949386215,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_072.wav
3.551,16000,5,3.6203275,2.3844705,2.4609625,3.3243529999355284,2.6918987782627033,2.3812274496505963,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_378.wav
2.04075,16000,7,3.9318948,2.5646884,2.7390893,3.5072090737736725,2.8643578017228157,2.5935893249462567,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_146.wav
1.56675,16000,3,2.8057196,1.8436719,1.9336987,2.7627185058501067,2.1181017624654674,1.9471713586460053,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_310.wav
2.558,16000,1,1.044964,1.052173,1.0189067,1.1892831554292242,1.1512977491721903,1.112334219681685,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_311.wav
1.742625,16000,4,3.7746232,4.089558,3.450577,3.4168400182052734,3.9814309644029318,3.089039861286568,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_304.wav
3.4900625,16000,4,1.3617009,1.1062093,1.1255317,1.5111092080840438,1.2228134739702274,1.2156824890983255,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_032.wav
3.273875,16000,4,3.8317149,3.770751,3.3744478,3.447403164829649,3.7994082430559355,3.038427210644696,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_339.wav
2.4585625,16000,1,3.9890702,2.5430548,2.7958376,3.5390264095716866,2.844604797515486,2.6357828970413006,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_073.wav
2.13825,16000,8,3.7747874,2.5667555,2.6620977,3.4168105102703556,2.866083220868735,2.5355847267545255,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_218.wav
1.888875,16000,6,4.253261,3.1373377,3.2876956,3.6785272822863857,3.3562187597812354,2.9818606476739333,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_230.wav
2.1338125,16000,8,4.2103057,3.0969088,3.24771,3.6567502834687082,3.323968603110521,2.9548386305251064,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_112.wav
2.6593125,16000,1,4.132477,3.2884188,3.3497684,3.6163011653947876,3.4717030008711944,3.02333256696965,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_379.wav
2.06925,16000,7,3.9320083,2.9730575,2.9811966,3.5066599652035535,3.2235061344653095,2.769494121139452,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_224.wav
1.67275,16000,4,2.4579008,1.5744556,1.664257,2.4911477241517606,1.8098552712698623,1.7127556325570326,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_225.wav
3.4576875,16000,4,4.062516,2.4041462,2.7198997,3.5788682843203854,2.7101118729825036,2.5789663612177494,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_219.wav
2.72525,16000,1,3.933029,4.122776,3.6291099,3.5078899610264243,4.000127671057744,3.203020085479358,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_147.wav
3.7711875,16000,6,4.2294736,3.5766375,3.5880759,3.6665263976490983,3.6744389191679048,3.1772330383095984,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_027.wav
1.69925,16000,4,3.6701682,2.63546,2.703568,3.3546122961894023,2.9301111888731635,2.5670479245040854,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_113.wav
1.89275,16000,6,3.9750557,3.6032155,3.3664837,3.5311675826470386,3.6922380569619615,3.0343556649617014,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_305.wav
2.738875,16000,1,3.9180825,3.9666877,3.5379605,3.499496628356218,3.91521178120285,3.145548572041754,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_265.wav
1.914625,16000,6,3.8940208,2.6311455,2.8589523,3.4858185514409232,2.9258102671708275,2.68172674078045,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_107.wav
1.4426875,16000,2,3.9270744,3.5650375,3.2988722,3.504430593282536,3.6667445260656444,2.9894561334541043,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_259.wav
2.9145625,16000,2,1.4599972,1.1255683,1.1671445,1.6083470219444416,1.2483113564917327,1.25571422772773,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_271.wav
